Responses,Types_R1,Tokens_R1,Hapax_R1,Types_R123,Tokens_R123,Hapax_R123
极道鲜师,0,0,0,2,2,2
火拼,0,0,0,2,3,1
黑话,0,0,0,2,2,2
德治,0,0,0,1,1,1
公用国境线,0,0,0,1,1,1
黑米,0,0,0,2,2,2
国丧,0,0,0,1,1,1
相视而笑,0,0,0,1,1,1
安静的,0,0,0,3,3,3
黑犬,0,0,0,1,1,1
不做声响,0,0,0,1,1,1
默默爱,0,0,0,1,1,1
非洲鼓,0,0,0,1,1,1
窦唯,0,0,0,2,2,2
乐鼓,0,0,0,1,1,1
鼓包,0,0,0,1,2,0
鼓锤,0,0,0,1,1,1
手鼓,0,0,0,1,2,0
初诊区,0,0,0,1,1,1
整齐度,0,0,0,1,1,1
呱唧呱唧,0,0,0,2,2,2
语言的力量,0,0,0,1,1,1
獐头鼠目,0,0,0,1,1,1
堂哥,0,0,0,2,3,1
招人厌,0,0,0,1,1,1
鼠灾,0,0,0,1,1,1
狗官,0,0,0,1,1,1
刷新率,0,0,0,1,1,1
鼠标手,0,0,0,1,1,1
鼻祖,0,0,0,2,2,2
耳鼻喉科,0,0,0,1,1,1
猪鼻孔,0,0,0,1,1,1
七窍相通,0,0,0,1,1,1
隆鼻手术,0,0,0,1,1,1
修容粉,0,0,0,1,1,1
三角区域,0,0,0,1,1,1
我的鼻子,0,0,0,1,1,1
黄轩,0,0,0,1,1,1
鼻毛战士,0,0,0,1,1,1
内部鼻突,0,0,0,1,1,1
多好多好,0,0,0,1,1,1
鼻观,0,0,0,1,1,1
鼻孔朝天,0,0,0,1,2,0
瞪人,0,0,0,1,1,1
泷泽萝拉,0,0,0,1,1,1
萝拉,0,0,0,1,1,1
鼻尖,0,0,0,3,4,2
撮,0,0,0,1,1,1
无缺失,0,0,0,1,1,1
配套齐全,0,0,0,1,1,1
启齿,0,0,0,1,1,1
封严,0,0,0,1,1,1
模数,0,0,0,1,1,1
卡盘,0,0,0,1,1,1
火龙,0,0,0,2,2,2
五爪金龙,0,0,0,1,1,1
龙蛋,0,0,0,1,1,1
五爪,0,0,0,1,1,1
双龙戏珠,0,0,0,1,1,1
神话生物,0,0,0,1,1,1
气旋,0,0,0,3,3,3
危害巨大,0,0,0,1,1,1
破坏性强,0,0,0,1,1,1
暴风眼,0,0,0,1,1,1
后果严重,0,0,0,3,3,3
破坏力极强,0,0,0,1,1,1
游戏里的敌人,0,0,0,1,1,1
生冷,0,0,0,2,2,2
伊势虾,0,0,0,1,1,1
河鲜,0,0,0,2,3,1
濑尿,0,0,0,1,1,1
口味虾,0,0,0,1,1,1
龟派气功,0,0,0,2,2,2
龟儿子,0,0,0,2,2,2
方领,0,0,0,1,1,1
一文不值,0,0,0,1,1,1
一派胡言,0,0,0,1,1,1
简写,0,0,0,2,2,2
万物归一,0,0,0,1,1,1
一面,0,0,0,2,2,2
二上,0,0,0,1,1,1
好几下,0,0,0,1,1,1
四下,0,0,0,1,2,0
躺一下,0,0,0,1,1,1
死伤无数,0,0,0,1,1,1
头发不会动,0,0,0,1,1,1
很正经,0,0,0,1,1,1
德拉科,0,0,0,1,1,1
眼镜腿,0,0,0,1,1,1
马一淋,0,0,0,1,1,1
良好状态,0,0,0,1,1,1
一阵子,0,0,0,1,1,1
通用货币,0,0,0,1,1,1
有所保留,0,0,0,1,1,1
另一些,0,0,0,1,1,1
生烦,0,0,0,1,1,1
一花,0,0,0,1,1,1
害人虫,0,0,0,1,1,1
绝对化,0,0,0,1,1,1
倾尽全力,0,0,0,1,1,1
倒要,0,0,0,1,1,1
精神饱满,0,0,0,2,2,2
天舒,0,0,0,1,1,1
整天,0,0,0,1,1,1
多云转晴,0,0,0,1,1,1
要来,0,0,0,1,1,1
守诺,0,0,0,2,2,2
定量的,0,0,0,1,1,1
定心,0,0,0,1,1,1
经院,0,0,0,1,1,1
三世同堂,0,0,0,1,1,1
龙王庙,0,0,0,1,1,1
佳偶,0,0,0,1,1,1
手饰,0,0,0,1,1,1
一对恋人,0,0,0,1,1,1
pair,0,0,0,1,1,1
二成不变,0,0,0,1,1,1
红木家具,0,0,0,2,2,2
愿望子,0,0,0,1,1,1
一盒,0,0,0,1,1,1
喝不完,0,0,0,1,1,1
一捧,0,0,0,1,1,1
草海,0,0,0,1,1,1
清新空气,0,0,0,4,4,4
横无际涯,0,0,0,2,2,2
亦,0,0,0,1,1,1
长得像,0,0,0,2,2,2
社干,0,0,0,1,1,1
三流演员,0,0,0,1,1,1
竖大姆指,0,0,0,1,1,1
效果一流,0,0,0,1,1,1
上流人士,0,0,0,3,3,3
都没,0,0,0,1,1,1
一点灵犀,0,0,0,1,1,1
小越勇辉,0,0,0,1,1,1
冰激凌红茶,0,0,0,1,1,1
染血,0,0,0,1,1,1
独自前行,0,0,0,2,2,2
前世,0,0,0,2,2,2
一生不变,0,0,0,1,1,1
穷极一生,0,0,0,1,1,1
一生有你,0,0,0,1,1,1
毕生,0,0,0,1,1,1
佰仟万,0,0,0,1,1,1
四十万,0,0,0,1,1,1
一亿,0,0,0,1,1,1
三百,0,0,0,1,1,1
长期的,0,0,0,1,1,1
继续吗,0,0,0,1,1,1
沈璧君,0,0,0,1,1,1
韦,0,0,0,1,1,1
为红颜,0,0,0,1,1,1
周思成,0,0,0,2,2,2
唱k,0,0,0,1,1,1
到天明,0,0,0,1,1,1
未达标,0,0,0,1,1,1
没特色,0,0,0,2,2,2
一起去,0,0,0,1,1,1
重大事故,0,0,0,1,1,1
不分开,0,0,0,3,3,3
枯燥重复,0,0,0,1,1,1
第八个人,0,0,0,1,1,1
小康生活,0,0,0,1,1,1
社会因素,0,0,0,1,1,1
无儿无女,0,0,0,1,1,1
有自己的追求,0,0,0,1,1,1
七天假期,0,0,0,1,1,1
恨别离,0,0,0,1,1,1
断绝念想,0,0,0,1,1,1
非神,0,0,0,1,1,1
七星豆,0,0,0,1,1,1
七星连珠,0,0,0,1,1,1
北斗神拳,0,0,0,1,1,1
七杀,0,0,0,1,1,1
茫茫人海,0,0,0,1,1,1
群体性自杀,0,0,0,1,1,1
万水千山,0,0,0,1,1,1
集一身,0,0,0,1,1,1
群芳,0,0,0,1,1,1
变装派对,0,0,0,1,1,1
我嫁,0,0,0,1,1,1
太岁,0,0,0,1,2,0
万万岁,0,0,0,2,2,2
山呼,0,0,0,1,2,0
地转偏向力,0,0,0,1,1,1
十分脆弱,0,0,0,1,1,1
自欺,0,0,0,1,1,1
万能锁,0,0,0,1,1,1
什么都可以,0,0,0,2,2,2
宇宙机,0,0,0,1,1,1
万能充,0,0,0,1,1,1
万里花,0,0,0,1,1,1
扶摇直上九万里,0,0,0,2,2,2
鲲鹏展翅,0,0,0,1,1,1
不得语,0,0,0,1,1,1
沃野,0,0,0,1,1,1
青云万里,0,0,0,1,1,1
始于足下,0,0,0,1,1,1
永不灭,0,0,0,1,1,1
床头吵架床尾和,0,0,0,1,1,1
三都,0,0,0,1,1,1
三剑客,0,0,0,1,1,1
三天,0,0,0,3,3,3
热门IP,0,0,0,1,1,1
黑暗森林,0,0,0,1,1,1
叶文洁,0,0,0,1,1,1
罗辑,0,0,0,2,2,2
魔改,0,0,0,1,1,1
二维展开,0,0,0,2,2,2
荆楚,0,0,0,2,2,2
三足鼎立,0,0,0,2,3,1
三国同盟,0,0,0,1,1,1
摔孩子,0,0,0,1,1,1
鼎立,0,0,0,1,1,1
诸葛老贼,0,0,0,1,1,1
短歌行,0,0,0,2,2,2
三国时期,0,0,0,1,1,1
利与弊,0,0,0,1,1,1
变热,0,0,0,1,1,1
冯薪朵,0,0,0,1,1,1
虹鳟,0,0,0,1,1,1
日餐,0,0,0,2,2,2
豆腐汤,0,0,0,2,2,2
真不关我事,0,0,0,1,1,1
夹心板,0,0,0,1,1,1
西多士,0,0,0,1,1,1
芝士片,0,0,0,1,1,1
春寒,0,0,0,1,1,1
晚冬,0,0,0,1,1,1
白色情人节,0,0,0,1,1,1
年初,0,0,0,2,2,2
白情,0,0,0,1,1,1
六次,0,0,0,1,2,0
八次,0,0,0,1,1,1
零次,0,0,0,1,1,1
三番五次,0,0,0,1,1,1
重要的事情,0,0,0,2,2,2
高次元,0,0,0,1,1,1
三脚猫,0,0,0,2,2,2
种草姬,0,0,0,1,1,1
政治错误,0,0,0,1,1,1
不强求,0,0,0,1,1,1
三角洲,0,0,0,2,2,2
好画,0,0,0,1,1,1
三角最稳定,0,0,0,1,1,1
等腰三角形,0,0,0,2,2,2
稳定结构,0,0,0,1,1,1
圣杯三,0,0,0,1,1,1
全知之眼,0,0,0,1,1,1
内角,0,0,0,1,1,1
三个角,0,0,0,1,1,1
五角形,0,0,0,1,1,1
环卫,0,0,0,3,3,3
现在少,0,0,0,1,1,1
收破烂的人,0,0,0,1,1,1
大热天,0,0,0,1,1,1
走上,0,0,0,1,1,1
乱穿,0,0,0,1,1,1
文意,0,0,0,1,1,1
言外之意,0,0,0,3,3,3
context,0,0,0,1,1,1
文本信息,0,0,0,1,1,1
浮起来,0,0,0,1,1,1
increase,0,0,0,1,1,1
水位线,0,0,0,1,1,1
睡回笼觉,0,0,0,1,1,1
宅在家,0,0,0,1,1,1
昼日,0,0,0,1,1,1
导库存,0,0,0,1,1,1
污物,0,0,0,2,2,2
来例假了,0,0,0,1,1,1
出恭,0,0,0,1,1,1
特别讨厌,0,0,0,1,1,1
法律纠纷,0,0,0,1,1,1
好怕,0,0,0,1,1,1
颈骨断裂,0,0,0,1,1,1
舌头老长,0,0,0,1,1,1
回宫降吉祥,0,0,0,1,1,1
坂本大佬,0,0,0,1,1,1
新边界,0,0,0,1,1,1
揽月,0,0,0,1,1,1
五洋,0,0,0,1,1,1
玉王大帝,0,0,0,1,1,1
天高地厚,0,0,0,3,3,3
纽交所,0,0,0,1,1,1
产品服务变差,0,0,0,1,1,1
原始股,0,0,0,1,1,1
众信,0,0,0,1,1,1
波荡,0,0,0,1,1,1
尼古拉斯凯奇,0,0,0,1,1,1
嬲拐,0,0,0,1,1,1
滩,0,0,0,2,2,2
侬,0,0,0,1,1,1
排骨年糕,0,0,0,1,1,1
停牌,0,0,0,1,1,1
上围,0,0,0,1,1,1
出生率,0,0,0,2,2,2
凉性食物,0,0,0,1,1,1
吃不好,0,0,0,2,2,2
尿路感染,0,0,0,1,1,1
凉茶饮料,0,0,0,1,1,1
等下班,0,0,0,1,1,1
上天下地,0,0,0,1,1,1
可代因,0,0,0,1,1,1
磁爆,0,0,0,1,1,1
做某某事,0,0,0,1,1,1
戒断反应,0,0,0,1,1,1
戒掉,0,0,0,1,1,1
殊荣,0,0,0,1,1,1
上去等人,0,0,0,1,1,1
绝世武功,0,0,0,2,2,2
上集,0,0,0,1,1,1
愿意跟随的人,0,0,0,1,1,1
上级能量结晶,0,0,0,1,1,1
直属,0,0,0,1,1,1
说啥,0,0,0,2,2,2
下装,0,0,0,1,1,1
下身,0,0,0,1,1,1
好穿的,0,0,0,1,1,1
机械设计,0,0,0,1,1,1
班级氛围,0,0,0,1,1,1
老师再见,0,0,0,1,1,1
力争上游,0,0,0,1,1,1
要强,0,0,0,3,3,3
兜售,0,0,0,2,2,2
空手,0,0,0,2,2,2
桌子还珠格格,0,0,0,1,1,1
是山,0,0,0,1,1,1
卦,0,0,0,1,1,1
下策,0,0,0,1,1,1
重力势能,0,0,0,1,1,1
下行,0,0,0,1,1,1
矢车菊,0,0,0,1,1,1
快下班了,0,0,0,1,1,1
大的遮阳伞,0,0,0,1,1,1
下楼梯,0,0,0,1,1,1
被踢下床,0,0,0,1,1,1
天门山,0,0,0,1,1,1
到地面上,0,0,0,1,1,1
退位,0,0,0,2,2,2
右属,0,0,0,1,1,1
鸿图,0,0,0,1,1,1
杀掉,0,0,0,3,3,3
下属企业,0,0,0,1,1,1
诺艾尔,0,0,0,1,1,1
下设,0,0,0,1,1,1
磕破,0,0,0,1,1,1
圆下巴,0,0,0,1,1,1
有人没下巴,0,0,0,1,1,1
胖的都有双下巴了,0,0,0,1,1,1
石椅,0,0,0,1,1,1
马走田象走日,0,0,0,1,1,1
灯花,0,0,0,1,1,1
下水道工人,0,0,0,1,1,1
下水道的美人鱼,0,0,0,1,1,1
触底,0,0,0,4,4,4
下游,0,0,0,1,1,1
垃圾的人,0,0,0,1,1,1
下级部门,0,0,0,1,1,1
政府系统,0,0,0,1,1,1
同级,0,0,0,3,3,3
卿,0,0,0,2,2,2
走失儿童,0,0,0,1,1,1
灭口,0,0,0,2,2,2
找补奥,0,0,0,1,1,1
蛋羹,0,0,0,1,1,1
崽,0,0,0,3,3,3
生崽,0,0,0,1,1,1
生蛋,0,0,0,1,1,1
我走,0,0,0,1,1,1
讨压岁钱,0,0,0,1,1,1
对祖先,0,0,0,1,1,1
下跪祈祷,0,0,0,1,1,1
好卡,0,0,0,1,1,1
应用程序,0,0,0,2,2,2
新手机,0,0,0,2,2,2
踏实感,0,0,0,1,1,1
直达电梯,0,0,0,1,1,1
掉地上,0,0,0,1,1,1
陷落,0,0,0,2,3,1
爱河,0,0,0,1,1,1
透明伞,0,0,0,1,1,1
潮湿度,0,0,0,1,1,1
中雨,0,0,0,1,1,1
雨下整夜,0,0,0,1,1,1
排水困难,0,0,0,1,1,1
平盆大雨,0,0,0,1,1,1
茁壮成长,0,0,0,3,3,3
阴云,0,0,0,2,2,2
没有雨,0,0,0,2,2,2
收被子,0,0,0,1,1,1
一蓑烟雨任平生,0,0,0,4,4,4
蹲家,0,0,0,1,1,1
交通阻塞,0,0,0,2,2,2
滚雪球,0,0,0,1,1,1
冷冷冷,0,0,0,1,1,1
降雪,0,0,0,2,2,2
柳絮因风起,0,0,0,1,1,1
再下面,0,0,0,1,1,1
加鸡蛋,0,0,0,2,2,2
热汤面,0,0,0,1,1,1
灯下,0,0,0,1,1,1
很多东西,0,0,0,1,1,1
偏不,0,0,0,1,1,1
丕,0,0,0,2,2,2
说一,0,0,0,1,1,1
same,0,0,0,1,1,1
都不一样,0,0,0,1,1,1
没结果,0,0,0,2,2,2
固执地不下车,0,0,0,1,1,1
不下不上,0,0,0,1,1,1
临危不惧,0,0,0,3,3,3
大仁哥,0,0,0,1,1,1
刍狗,0,0,0,1,1,1
不想你,0,0,0,1,1,1
程又青,0,0,0,1,1,1
为富,0,0,0,1,1,1
不休息,0,0,0,2,4,1
休戚与共,0,0,0,1,1,1
纠缠不休,0,0,0,3,3,3
真不会,0,0,0,1,1,1
不会吗,0,0,0,1,1,1
不晓,0,0,0,1,1,1
上早读,0,0,0,1,1,1
令人沮丧,0,0,0,1,1,1
表现差,0,0,0,1,1,1
不雅观,0,0,0,1,1,1
不得强求,0,0,0,1,1,1
不适宜的时候,0,0,0,1,1,1
边缘型人格,0,0,0,1,1,1
没有信任感,0,0,0,1,1,1
你说得对,0,0,0,1,1,1
停息,0,0,0,1,1,1
发痘,0,0,0,1,1,1
公允,0,0,0,1,1,1
难以消除,0,0,0,1,1,1
社会竞争,0,0,0,1,1,1
compensate,0,0,0,1,1,1
其词,0,0,0,1,1,1
于而,0,0,0,1,1,1
我偏要,0,0,0,1,1,1
勒令,0,0,0,1,1,1
触碰法律,0,0,0,1,1,1
这个词本身,0,0,0,1,1,1
和实际不符,0,0,0,1,1,1
神子,0,0,0,1,1,1
价值判断,0,0,0,2,2,2
命定之人,0,0,0,2,2,2
漠刀绝尘,0,0,0,1,1,1
一夜成名,0,0,0,1,1,1
unrealistic,0,0,0,1,1,1
海天相接,0,0,0,3,3,3
心比天高,0,0,0,1,1,1
无法达成,0,0,0,1,1,1
脱离现实,0,0,0,2,2,2
利尿,0,0,0,1,1,1
对谁,0,0,0,1,1,1
静若处子,0,0,0,1,1,1
行如风,0,0,0,1,1,1
挪,0,0,0,1,1,1
行光,0,0,0,1,1,1
危险事件,0,0,0,2,2,2
售房员,0,0,0,1,1,1
不懂活,0,0,0,1,1,1
会计学考试,0,0,0,1,1,1
不合规,0,0,0,1,1,1
跪了,0,0,0,1,1,1
会被骂,0,0,0,1,1,1
半衰期,0,0,0,2,2,2
参考系,0,0,0,2,2,2
徐媛,0,0,0,1,1,1
不型,0,0,0,1,1,1
万万不可,0,0,0,1,1,1
小可,0,0,0,1,1,1
未尝,0,0,0,1,1,1
乱扔垃圾,0,0,0,1,1,1
哈吉嘛,0,0,0,1,1,1
个人隐私,0,0,0,4,4,4
公民权益,0,0,0,1,1,1
正气凛然,0,0,0,3,3,3
神圣国土,0,0,0,1,1,1
奇伟瑰怪,0,0,0,1,1,1
是你吧,0,0,0,1,1,1
变味了,0,0,0,1,1,1
敏感话题,0,0,0,1,1,1
无法言说,0,0,0,1,1,1
北美吐槽,0,0,0,1,1,1
锁文,0,0,0,1,1,1
会发生,0,0,0,1,1,1
怎会,0,0,0,1,1,1
无法说服,0,0,0,2,2,2
非常可能,0,0,0,1,1,1
可能不可能,0,0,0,1,1,1
去他妈的,0,0,0,2,2,2
不想碰见,0,0,0,1,1,1
一定会发生,0,0,0,1,1,1
潮湿的下雨天,0,0,0,1,1,1
勇敢面对,0,0,0,1,1,1
避免不了,0,0,0,1,1,1
躲无可躲,0,0,0,1,1,1
脾气不合,0,0,0,1,1,1
不仲,0,0,0,1,1,1
张指导,0,0,0,1,1,1
你行你上啊,0,0,0,1,1,1
与众,0,0,0,1,1,1
某件事,0,0,0,3,3,3
满载,0,0,0,2,2,2
你这样,0,0,0,1,1,1
能活多久,0,0,0,1,1,1
滚远,0,0,0,1,1,1
懒得管,0,0,0,1,1,1
心情冷漠,0,0,0,1,1,1
无责任感,0,0,0,1,1,1
不被珍视,0,0,0,1,1,1
曾经的美好,0,0,0,1,1,1
破碎的心,0,0,0,1,1,1
人品糟糕,0,0,0,1,1,1
还没好,0,0,0,1,1,1
续杯,0,0,0,1,1,1
糊了的东西,0,0,0,1,1,1
不错了,0,0,0,1,1,1
劳驾,0,0,0,1,1,1
弄错了,0,0,0,1,1,1
心有不安,0,0,0,1,1,1
秦先生,0,0,0,2,2,2
下头的,0,0,0,1,1,1
脸不行,0,0,0,1,1,1
颜色不搭,0,0,0,1,1,1
哦这样啊,0,0,0,1,1,1
长相一般,0,0,0,1,1,1
另一个选择,0,0,0,1,1,1
其他选择,0,0,0,1,1,1
世界线重叠,0,0,0,1,1,1
黑色的花,0,0,0,1,1,1
忧心匆匆,0,0,0,1,1,1
走路看手机,0,0,0,1,1,1
生命健康,0,0,0,1,1,1
窄路,0,0,0,2,2,2
躁动的,0,0,0,1,1,1
寻求帮助,0,0,0,1,1,1
怂蛋,0,0,0,1,1,1
突发意外,0,0,0,1,1,1
充满可能,0,0,0,1,1,1
情况不定,0,0,0,1,1,1
放得开,0,0,0,1,1,1
社交辞令,0,0,0,1,1,1
别介意,0,0,0,1,1,1
谦卑谨慎,0,0,0,1,1,1
正确的路,0,0,0,1,1,1
战争苦难,0,0,0,1,1,1
叶挺,0,0,0,1,1,1
投水,0,0,0,1,1,1
眯眼看,0,0,0,1,1,1
伸张正义,0,0,0,1,1,1
社会阶级,0,0,0,2,2,2
劳资纠纷,0,0,0,1,1,1
阶级关系,0,0,0,1,1,1
收支情况,0,0,0,1,1,1
内心不平衡,0,0,0,1,1,1
一边倒,0,0,0,1,1,1
不相等,0,0,0,2,2,2
世界发展,0,0,0,1,1,1
会好的,0,0,0,3,3,3
不得心,0,0,0,1,1,1
不得超生,0,0,0,1,1,1
不能得到,0,0,0,1,1,1
不得要领,0,0,0,1,1,1
得不,0,0,0,1,1,1
定状补,0,0,0,1,1,1
被逼迫,0,0,0,1,1,1
别干了,0,0,0,1,1,1
找女朋友,0,0,0,1,1,1
超赞,0,0,0,1,1,1
好吃的不得了,0,0,0,1,1,1
马基雅巴库内,0,0,0,1,1,1
会玩,0,0,0,1,1,1
没有选择,0,0,0,2,2,2
能力不够,0,0,0,1,1,1
难以言说,0,0,0,1,1,1
没辙,0,0,0,1,1,1
不甘愿,0,0,0,1,1,1
被批评,0,0,0,1,1,1
无念,0,0,0,1,1,1
我喜欢的你,0,0,0,1,1,1
不出门了,0,0,0,1,1,1
没钱脸又丑,0,0,0,1,1,1
意思自治,0,0,0,2,2,2
你的爱,0,0,0,1,1,1
认知偏差,0,0,0,1,1,1
真不懂,0,0,0,1,1,1
垂死坚持,0,0,0,2,3,1
流线,0,0,0,5,5,5
断水流,0,0,0,1,1,1
就断,0,0,0,1,1,1
没完了,0,0,0,2,2,2
裁切,0,0,0,1,1,1
类似永恒,0,0,0,1,1,1
不断探索,0,0,0,1,1,1
不顺路,0,0,0,1,1,1
下次吧,0,0,0,1,1,1
有讨厌的人,0,0,0,1,1,1
不便利的,0,0,0,1,1,1
不是时候,0,0,0,1,1,1
不清白,0,0,0,1,1,1
不明朗,0,0,0,2,2,2
觉力,0,0,0,1,1,1
不明飞行物,0,0,0,2,2,2
模糊不清楚,0,0,0,1,1,1
生活常识,0,0,0,1,1,1
门劲,0,0,0,1,1,1
一些道理,0,0,0,1,1,1
人生艰难,0,0,0,1,1,1
不好做,0,0,0,1,1,1
拗口,0,0,0,2,2,2
不易之论,0,0,0,1,1,1
可以作为名字,0,0,0,1,1,1
你别这样,0,0,0,1,1,1
追究责任,0,0,0,1,1,1
爱谁谁,0,0,0,1,1,1
所知的,0,0,0,1,1,1
不认命,0,0,0,1,1,1
梗着脖子,0,0,0,1,1,1
人格有问题,0,0,0,1,1,1
非人类,0,0,0,1,1,1
不公认,0,0,0,1,1,1
得了病,0,0,0,1,1,1
诈糊,0,0,0,1,1,1
假得,0,0,0,1,1,1
有待商榷,0,0,0,1,1,1
不晰,0,0,0,1,1,1
拎不清,0,0,0,1,1,1
不浊,0,0,0,1,1,1
不清楚啥,0,0,0,1,1,1
不清澈,0,0,0,1,1,1
拒绝清真,0,0,0,1,1,1
unsatisfied,0,0,0,1,1,1
请走开,0,0,0,1,1,1
重新做,0,0,0,1,1,1
然也,0,0,0,1,1,1
何妨,0,0,0,1,1,1
乖乖听话,0,0,0,1,1,1
不就,0,0,0,1,1,1
夹生,0,0,0,1,1,1
翔润,0,0,0,1,1,1
搭理,0,0,0,2,2,2
不对视,0,0,0,1,1,1
没北熟,0,0,0,1,1,1
牛百叶,0,0,0,1,1,1
扁脸猫,0,0,0,1,1,1
想骂人,0,0,0,1,1,1
双眼通红,0,0,0,1,1,1
行为失控,0,0,0,1,1,1
自我解决,0,0,0,1,1,1
输给别人,0,0,0,1,1,1
甘梅,0,0,0,1,1,1
再拼一次,0,0,0,1,1,1
拿去吧,0,0,0,1,1,1
楚门,0,0,0,1,1,1
违和,0,0,0,2,2,2
脑袋疼,0,0,0,1,1,1
茫然自失,0,0,0,1,1,1
局促不安,0,0,0,2,2,2
左左右右,0,0,0,1,1,1
无焦点,0,0,0,1,1,1
大变动,0,0,0,1,1,1
上课被提问,0,0,0,1,1,1
被撩,0,0,0,1,1,1
来回走动,0,0,0,1,1,1
成语其一,0,0,0,1,1,1
逃避的借口,0,0,0,1,1,1
就算了,0,0,0,1,1,1
不敢下结论,0,0,0,1,1,1
排疑,0,0,0,1,1,1
预案,0,0,0,1,1,1
无秩序,0,0,0,2,2,2
uncertain,0,0,0,1,1,1
没想好,0,0,0,2,2,2
难以抉择,0,0,0,3,3,3
大嗓门,0,0,0,3,3,3
缺乏素质,0,0,0,1,1,1
蒋勤勤,0,0,0,1,1,1
没家教,0,0,0,2,2,2
欺负弱小,0,0,0,1,1,1
不友善,0,0,0,2,2,2
招人烦,0,0,0,2,2,2
欧比旺,0,0,0,2,2,2
不对应,0,0,0,1,1,1
问题所在,0,0,0,1,1,1
照骗,0,0,0,3,4,2
不相符,0,0,0,1,1,1
具体通知,0,0,0,1,1,1
随你怎么想,0,0,0,1,1,1
可能不,0,0,0,1,1,1
没有可能性,0,0,0,1,1,1
没别的意思,0,0,0,1,1,1
不够富,0,0,0,1,1,1
问题少年,0,0,0,1,1,1
太妹,0,0,0,1,1,1
飞机头,0,0,0,1,1,1
荒废学业,0,0,0,1,1,1
欲拒还迎,0,0,0,2,2,2
简单明了,0,0,0,1,1,1
乘桴浮于海,0,0,0,1,1,1
接受的反义词,0,0,0,1,1,1
不能不行,0,0,0,1,1,1
受害者有罪论,0,0,0,1,1,1
忘咯,0,0,0,1,1,1
翘嘴,0,0,0,1,1,1
思维思想,0,0,0,1,1,1
闭门羹,0,0,0,2,2,2
老死不往来,0,0,0,1,1,1
找不见,0,0,0,1,1,1
不解风情,0,0,0,1,1,1
没有解,0,0,0,1,1,1
弃之不理,0,0,0,1,1,1
难说话,0,0,0,1,1,1
品行不端,0,0,0,1,1,1
难以原谅,0,0,0,1,1,1
分析讨论,0,0,0,1,1,1
美中,0,0,0,1,1,1
为患,0,0,0,1,1,1
没满,0,0,0,1,1,1
觊觎,0,0,0,2,2,2
偏离好的路线,0,0,0,1,1,1
不守法,0,0,0,1,1,1
有人要受到伤害了,0,0,0,1,1,1
心律不齐,0,0,0,2,2,2
轻贱,0,0,0,3,4,2
不影响,0,0,0,1,1,1
走快,0,0,0,1,1,1
多余的关心,0,0,0,1,1,1
各不相同,0,0,0,1,1,1
吊儿当啷,0,0,0,1,1,1
不实诚,0,0,0,1,1,1
冷漠无情,0,0,0,1,1,1
拼了,0,0,0,1,1,1
考虑不周,0,0,0,2,2,2
不愉悦,0,0,0,1,1,1
摆脸色,0,0,0,1,1,1
相与,0,0,0,1,1,1
电路实验,0,0,0,1,1,1
予,0,0,0,1,1,1
相关联,0,0,0,1,1,1
不在选项中,0,0,0,1,1,1
合照,0,0,0,2,2,2
赵传,0,0,0,1,1,1
拒,0,0,0,1,1,1
鹅爪,0,0,0,1,1,1
鸡妈妈,0,0,0,1,1,1
麻雀变凤凰,0,0,0,1,1,1
大王花,0,0,0,1,1,1
李胜利,0,0,0,1,1,1
上厕所没带纸,0,0,0,1,1,1
漏税,0,0,0,2,3,1
忘不掉,0,0,0,2,2,2
非常美,0,0,0,1,1,1
懂行,0,0,0,1,1,1
部分决定未来,0,0,0,1,1,1
业内人士,0,0,0,1,1,1
专利局,0,0,0,1,1,1
专利申请,0,0,0,1,1,1
史丹利,0,0,0,1,1,1
思想禁锢,0,0,0,1,1,1
独大,0,0,0,1,1,1
专权,0,0,0,1,1,1
对口,0,0,0,1,1,1
蠢猪,0,0,0,1,1,1
喜爱的,0,0,0,2,2,2
潜心研究,0,0,0,1,1,1
倾注,0,0,0,1,1,1
制作精良,0,0,0,2,2,2
经济效应,0,0,0,1,1,1
云专辑,0,0,0,1,1,1
买不买,0,0,0,1,1,1
交换余生,0,0,0,1,1,1
塞壬唱片,0,0,0,1,1,1
发布专辑,0,0,0,1,1,1
价格昂贵,0,0,0,2,2,2
无法掌控,0,0,0,3,3,3
笑尽英雄啊,0,0,0,1,1,1
难预测,0,0,0,1,1,1
窗外事,0,0,0,1,1,1
空门,0,0,0,1,1,1
出世,0,0,0,4,4,4
练达,0,0,0,1,1,1
出去走走,0,0,0,1,1,1
真奇妙,0,0,0,1,1,1
金钱观,0,0,0,3,3,3
小说创作,0,0,0,1,1,1
不同差异,0,0,0,1,1,1
贸易战,0,0,0,3,3,3
官方网站,0,0,0,1,1,1
政治操控,0,0,0,1,1,1
国际新秩序,0,0,0,1,1,1
关贸总协定,0,0,0,1,1,1
货币交易,0,0,0,1,1,1
贸易壁垒,0,0,0,1,1,1
千年,0,0,0,2,2,2
恐龙世纪,0,0,0,1,1,1
惊情四百年,0,0,0,1,1,1
不平坦,0,0,0,2,2,2
江南丘陵,0,0,0,1,1,1
业已,0,0,0,1,1,1
开车打电话,0,0,0,1,1,1
机场读物,0,0,0,1,1,1
销冠,0,0,0,1,1,1
奖评,0,0,0,1,1,1
雨林保护,0,0,0,1,1,1
树木茂盛,0,0,0,1,1,1
东宫,0,0,0,2,2,2
东东,0,0,0,2,2,2
野野子,0,0,0,1,1,1
